timestamp,open,high,low,close,volume
2025-04-11 12:15:00,82006.02,82264.24,81970.3,82246.51,271.15409
2025-04-11 12:30:00,82246.51,82564.0,82207.65,82299.54,485.22852
2025-04-11 12:45:00,82299.55,82312.58,82000.99,82115.52,314.61676
2025-04-11 13:00:00,82115.53,82209.07,81862.33,81934.0,278.80681
2025-04-11 13:15:00,81934.0,82160.18,81816.01,82125.17,288.91557
2025-04-11 13:30:00,82125.18,83333.0,82004.01,82924.95,1483.00865
2025-04-11 13:45:00,82924.95,83217.99,82761.97,82930.67,758.72676
2025-04-11 14:00:00,82930.67,82930.67,82315.1,82532.61,1109.8435
2025-04-11 14:15:00,82532.62,82639.27,81341.22,81461.03,897.93009
2025-04-11 14:30:00,81461.03,82030.0,81417.21,82018.01,393.15532
2025-04-11 14:45:00,82018.0,82339.61,81896.0,81898.0,410.68336
2025-04-11 15:00:00,81898.0,82237.74,81716.0,81869.57,455.89377
2025-04-11 15:15:00,81869.57,82231.8,81818.18,82184.93,345.89091
2025-04-11 15:30:00,82184.92,82700.0,82143.39,82520.75,454.67853
2025-04-11 15:45:00,82520.76,82634.0,82400.01,82521.74,242.08994
2025-04-11 16:00:00,82521.74,82633.73,82260.86,82281.91,240.81497
2025-04-11 16:15:00,82281.91,82368.63,82015.08,82246.35,212.3989
2025-04-11 16:30:00,82246.34,82960.0,82246.34,82959.17,398.78482
2025-04-11 16:45:00,82959.16,83022.98,82756.31,82792.46,362.15006
2025-04-11 17:00:00,82792.46,82990.0,82695.65,82961.99,212.38948
2025-04-11 17:15:00,82961.99,83086.0,82767.06,82985.99,369.58667
2025-04-11 17:30:00,82986.0,84029.44,82986.0,83943.99,1338.31736
2025-04-11 17:45:00,83944.0,84073.0,83666.69,83930.0,787.58876
2025-04-11 18:00:00,83930.0,84220.0,83826.08,83993.93,596.75821
2025-04-11 18:15:00,83993.92,84053.73,83652.17,84034.0,413.45982
2025-04-11 18:30:00,84034.0,84048.1,83808.5,83898.13,420.64595
2025-04-11 18:45:00,83898.13,83939.02,83520.0,83607.99,320.07269
2025-04-11 19:00:00,83608.0,83942.89,83565.21,83894.01,414.19394
2025-04-11 19:15:00,83894.01,83967.99,83736.34,83764.83,327.79604
2025-04-11 19:30:00,83764.82,83873.7,83657.06,83863.99,195.72005
2025-04-11 19:45:00,83863.99,83988.49,83764.15,83858.28,363.39512
2025-04-11 20:00:00,83858.28,83945.86,83716.98,83767.65,231.57276
2025-04-11 20:15:00,83767.66,83978.26,83718.0,83953.28,118.88159
2025-04-11 20:30:00,83953.28,84029.13,83789.94,83972.87,412.49193
2025-04-11 20:45:00,83972.88,83999.99,83824.9,83848.0,215.25755
2025-04-11 21:00:00,83848.01,84030.0,83832.13,83930.52,140.03291
2025-04-11 21:15:00,83930.52,84300.0,83898.33,83910.01,318.41578
2025-04-11 21:30:00,83910.02,83910.02,83636.36,83686.6,288.34399
2025-04-11 21:45:00,83686.6,83795.51,83639.2,83674.01,87.61786
2025-04-11 22:00:00,83674.01,83716.99,83532.52,83568.0,147.91254
2025-04-11 22:15:00,83567.99,83570.07,83426.28,83474.34,224.4547
2025-04-11 22:30:00,83474.34,83474.34,83316.36,83372.95,130.88931
2025-04-11 22:45:00,83372.95,83521.74,83372.94,83415.34,63.80887
2025-04-11 23:00:00,83415.35,83415.35,83273.44,83273.45,55.87957
2025-04-11 23:15:00,83273.44,83322.0,83162.0,83215.38,111.79337
2025-04-11 23:30:00,83215.39,83467.91,83198.11,83448.41,111.25274
2025-04-11 23:45:00,83448.41,83597.94,83410.85,83423.84,193.84223
2025-04-12 00:00:00,83423.83,83500.0,83276.11,83276.12,170.72832
2025-04-12 00:15:00,83276.12,83406.41,83245.89,83357.1,137.01983
2025-04-12 00:30:00,83357.09,83550.0,83311.21,83487.24,141.64106
2025-04-12 00:45:00,83487.24,83572.0,83350.0,83369.08,94.72661
2025-04-12 01:00:00,83369.08,83453.22,83322.04,83339.62,93.06733
2025-04-12 01:15:00,83339.63,83345.54,83147.71,83176.54,301.70814
2025-04-12 01:30:00,83176.53,83317.59,83144.57,83311.14,132.27428
2025-04-12 01:45:00,83311.14,83339.63,83162.88,83217.39,81.07764
2025-04-12 02:00:00,83217.39,83310.05,83156.0,83180.01,128.76036
2025-04-12 02:15:00,83180.0,83260.0,83164.5,83221.51,86.34679
2025-04-12 02:30:00,83221.51,83292.46,83174.48,83232.46,97.77342
2025-04-12 02:45:00,83232.45,83232.46,82800.01,82804.87,221.70816
2025-04-12 03:00:00,82804.86,82994.87,82792.95,82943.99,152.42023
2025-04-12 03:15:00,82943.99,83056.61,82900.18,83056.6,74.69088
2025-04-12 03:30:00,83056.61,83140.0,83008.44,83120.64,82.2612
2025-04-12 03:45:00,83120.63,83139.33,82922.15,82973.13,101.05361
2025-04-12 04:00:00,82973.14,82987.41,82856.86,82940.0,73.85626
2025-04-12 04:15:00,82940.0,83244.34,82908.0,83211.13,150.41418
2025-04-12 04:30:00,83211.13,83464.0,82931.65,83121.48,218.92345
2025-04-12 04:45:00,83121.48,83366.0,83093.16,83208.04,141.45494
2025-04-12 05:00:00,83208.04,83408.11,83198.11,83328.0,107.94739
2025-04-12 05:15:00,83328.0,83490.54,83327.99,83369.74,102.73409
2025-04-12 05:30:00,83369.75,83506.39,83364.01,83384.81,93.48491
2025-04-12 05:45:00,83384.81,83384.81,83284.91,83338.92,55.52194
2025-04-12 06:00:00,83338.92,83559.96,83338.91,83537.99,241.13614
2025-04-12 06:15:00,83538.0,83749.4,83470.18,83623.3,116.32207
2025-04-12 06:30:00,83623.31,83790.05,83550.0,83746.0,134.73998
2025-04-12 06:45:00,83746.0,83746.0,83537.19,83567.42,132.8811
2025-04-12 07:00:00,83567.43,83597.1,83496.56,83597.1,155.98188
2025-04-12 07:15:00,83597.1,83760.01,83576.51,83613.34,133.26371
2025-04-12 07:30:00,83613.33,83790.0,83583.85,83755.8,236.57478
2025-04-12 07:45:00,83755.79,83830.62,83693.02,83724.92,124.32792
2025-04-12 08:00:00,83724.92,84031.87,83665.91,84019.17,303.4115
2025-04-12 08:15:00,84019.17,84019.18,83526.76,83583.48,358.49418
2025-04-12 08:30:00,83583.48,83703.0,83480.01,83649.92,216.49382
2025-04-12 08:45:00,83649.92,83678.17,83504.82,83604.77,75.73233
2025-04-12 09:00:00,83604.77,83766.74,83481.13,83486.0,109.79616
2025-04-12 09:15:00,83486.01,83579.71,83434.78,83450.01,92.49823
2025-04-12 09:30:00,83450.01,83591.97,83420.0,83573.67,107.56546
2025-04-12 09:45:00,83573.66,83658.54,83518.0,83550.0,84.55883
2025-04-12 10:00:00,83550.0,83565.22,83453.03,83482.24,58.29558
2025-04-12 10:15:00,83482.24,83517.46,83388.88,83488.06,105.92999
2025-04-12 10:30:00,83488.07,83498.97,83328.97,83328.98,76.2835
2025-04-12 10:45:00,83328.98,83431.99,83305.91,83420.44,82.33585
2025-04-12 11:00:00,83420.44,83562.5,83420.44,83523.91,121.53227
2025-04-12 11:15:00,83523.92,83647.93,83523.92,83604.13,115.57143
2025-04-12 11:30:00,83604.13,83604.13,83429.39,83498.99,74.45901
2025-04-12 11:45:00,83498.99,83568.18,83461.6,83528.3,43.06013
2025-04-12 12:00:00,83528.3,83688.0,83474.94,83668.0,75.43618
2025-04-12 12:15:00,83668.0,83800.0,83658.91,83770.17,136.91173
2025-04-12 12:30:00,83770.16,83936.45,83690.34,83834.0,176.42028
2025-04-12 12:45:00,83833.99,83858.5,83660.67,83829.86,191.09546
2025-04-12 13:00:00,83829.86,84053.95,83803.0,84002.77,487.2016
2025-04-12 13:15:00,84002.77,84094.34,83555.12,83858.49,539.39954
2025-04-12 13:30:00,83858.5,84500.0,83708.0,84177.94,811.22721
2025-04-12 13:45:00,84177.93,84688.0,84156.69,84458.24,760.71209
2025-04-12 14:00:00,84458.24,84774.45,84314.62,84496.88,513.49524
2025-04-12 14:15:00,84496.87,85000.0,84328.17,84884.73,668.10875
2025-04-12 14:30:00,84885.33,85251.0,84801.88,84857.9,812.55665
2025-04-12 14:45:00,84857.89,85000.0,84700.0,84827.75,332.44501
2025-04-12 15:00:00,84827.75,84932.25,84624.73,84679.99,601.817
2025-04-12 15:15:00,84679.99,85188.0,84679.99,85151.23,530.25202
2025-04-12 15:30:00,85151.22,85402.9,85063.21,85288.81,503.53462
2025-04-12 15:45:00,85288.82,85357.31,84972.09,85008.4,361.57305
2025-04-12 16:00:00,85008.4,85212.81,84826.08,84909.34,275.31233
2025-04-12 16:15:00,84909.34,85116.41,84828.5,84991.99,168.70632
2025-04-12 16:30:00,84991.99,85023.8,84747.24,84747.24,201.37753
2025-04-12 16:45:00,84747.24,84780.16,84575.15,84659.19,176.61024
2025-04-12 17:00:00,84659.18,84800.0,84421.95,84428.03,195.14184
2025-04-12 17:15:00,84428.03,84660.38,84428.02,84608.69,123.92943
2025-04-12 17:30:00,84608.69,84849.06,84608.69,84849.06,150.37169
2025-04-12 17:45:00,84849.06,84867.51,84705.0,84760.71,67.27122
2025-04-12 18:00:00,84760.71,84925.03,84755.5,84842.85,88.47205
2025-04-12 18:15:00,84842.85,84977.83,84842.85,84977.83,76.72328
